0.679,-1.0895,0.29078,-0.89309,-0.15704,-0.48724,-0.55748,0.011872
0.56562,-0.077701,0.82898,-0.5923,0.8495,-0.93088,0.6645,-1.0321
-0.029541,-0.077515,0.017579,-0.092234,0.057177,-0.078125,0.081682,-0.042226
1.527,4.6397,-1.9326,5.7312,-4.9187,5.1238,-6.7229,3.081
6.7848,-3.1485,6.7244,-0.20011,5.1224,2.8489,2.2049,5.1241
0.53039,-0.26379,0.57295,0.039622,0.46791,0.33087,0.23604,0.52399
